"Serotype","r","delta","phi_1","A_1","A_2","C1","B","C2","Gc0","Gs0","prim_bite","sec_bite"
"DENV1",1.18425,3.0794,0.111133,0.948551,4.83267,1.93307,0.474275,0.948551,0.593972,0.25,-4.40157,-5.53569
"DENV1",1.16446,3.05088,0.106804,0.948551,4.74275,1.8971,0.467925,0.935851,0.60622,0.25,-4.53581,-5.71509
"DENV1",1.19691,2.96326,0.117872,1.01595,5.07977,2.03191,0.474275,0.948551,0.399753,0.25,-5.0484,-5.58619
"DENV1",1.21197,3.10959,0.116479,0.948551,4.8269,1.93076,0.474275,0.948551,0.0940641,0.0951817,-5.60646,-5.37999
"DENV1",1.35537,3.23017,0.108286,0.782959,4.74275,1.8971,0.39148,0.782959,0.05,0.0751797,-5.43027,-5.29729
"DENV1",1.18342,3.03697,0.115741,0.948551,5.04891,2.01957,0.474275,0.948551,0.202008,0.176606,-5.56552,-5.65099
"DENV1",1.30677,3.18065,0.129644,0.948551,5.19414,2.07766,0.474275,0.948551,0.119416,0.107292,-5.42676,-4.93094
"DENV1",1.25979,3.10567,0.108944,0.825091,4.74275,1.8971,0.412545,0.825091,0.05,0.070172,-4.73643,-5.64737
"DENV1",1.22689,3.08473,0.105592,0.841814,4.74275,1.8971,0.420907,0.841814,0.05,0.0706902,-5.14956,-5.77282
"DENV1",1.17507,3.01674,0.116275,0.948551,5.07807,2.03275,0.474276,0.948551,0.120702,0.110642,-5.74762,-5.74689
"DENV1",1.19033,3.04014,0.117291,0.948551,5.00665,2.00266,0.474275,0.948551,0.0853685,0.0832927,-5.29558,-5.57413
"DENV1",1.81449,4.16522,0.0710938,0.507934,4.74275,1.16037,0.253967,0.507934,0.05,0.0950883,-4.57152,-4.82005
"DENV1",1.21734,2.96492,0.119935,1.03284,5.16419,2.06568,0.474275,0.948551,0.37163,0.25,-5.10848,-5.50378
"DENV1",1.2366,3.11835,0.121513,0.948551,5.00147,2.00059,0.474275,0.948551,0.172853,0.154684,-4.92228,-5.29878
"DENV1",1.12212,2.92793,0.109829,0.923414,4.74275,1.8971,0.461707,0.923414,0.0852226,0.0886826,-5.00492,-5.93251
"DENV1",1.26883,3.1871,0.126345,0.948551,4.77413,1.90965,0.474275,0.948551,0.05,0.0650758,-4.5395,-5.24557
"DENV1",1.24502,3.14803,0.107893,0.880611,4.74275,1.8971,0.440306,0.880611,0.05,0.0708016,-4.9804,-5.43622
"DENV1",1.21316,3.03819,0.118797,0.948551,5.18166,2.07267,0.474275,0.948551,0.0753297,0.0749388,-5.78232,-5.38599
"DENV1",1.3496,3.24431,0.109616,0.810867,4.74275,1.8971,0.405433,0.810867,0.05,0.0727397,-5.59307,-5.14431
"DENV1",1.25611,3.08794,0.129141,0.948551,5.19901,2.07961,0.474275,0.948551,0.05,0.0568046,-4.32511,-5.43783
"DENV1",1.13251,2.90705,0.116914,0.947254,4.74275,1.8971,0.473627,0.947254,0.073215,0.0798208,-5.46485,-5.6249
"DENV1",1.35351,3.22267,0.113039,0.804131,4.74275,1.8971,0.402066,0.804131,0.05,0.0738574,-4.63642,-5.13141
"DENV1",1.19731,3.05583,0.116731,0.919438,4.74275,1.8971,0.459719,0.919438,0.05,0.0630288,-4.80539,-5.64416
"DENV1",1.17131,3.02682,0.111398,0.969149,4.91095,1.96438,0.474275,0.948551,0.334692,0.249989,-4.78284,-5.7009
"DENV1",1.15895,2.99255,0.111,0.984579,4.86612,1.96628,0.475897,0.948623,0.366769,0.24998,-5.3065,-5.78458
"DENV1",1.25129,3.09078,0.123564,0.948551,5.18641,2.07456,0.474275,0.948551,0.0889911,0.0844846,-5.33043,-5.1818
"DENV1",1.79043,3.22005,0.103066,0.948551,3.61114,1.8971,0.296058,0.592117,0.0510852,0.109756,-5.53912,-4.47283
"DENV1",1.25171,3.14324,0.11565,0.913794,4.74275,1.8971,0.456897,0.913794,0.0818931,0.08993,-5.54055,-5.17524
"DENV1",1.43002,3.30896,0.108149,0.739855,4.74275,1.8971,0.369927,0.739855,0.05,0.0777486,-5.49417,-5.19354
"DENV1",1.30929,3.17438,0.113874,0.828533,4.74275,1.8971,0.414267,0.828533,0.05,0.0705188,-5.03744,-5.35117
"DENV1",1.19379,3.08099,0.114126,0.930803,4.74275,1.8971,0.465402,0.930803,0.05,0.0664694,-4.75342,-5.65858
"DENV1",1.65538,3.87988,0.0784534,0.571607,4.7419,1.31317,0.285822,0.571615,0.05,0.0901473,-5.06161,-4.99886
"DENV1",1.17758,3.03381,0.115075,0.948551,4.89354,1.95741,0.474275,0.948551,0.0633613,0.0716187,-5.26057,-5.59027
"DENV1",1.39486,3.26305,0.108154,0.756042,4.74275,1.8971,0.377172,0.754345,0.0511038,0.0766994,-5.2821,-5.27312
"DENV1",1.35235,3.2725,0.112548,0.84621,4.74275,1.8971,0.423105,0.84621,0.05,0.0743178,-5.63891,-4.93416
"DENV1",1.183,3.10677,0.107467,0.942797,4.74275,1.8971,0.471399,0.942797,0.05,0.0658335,-5.43031,-5.58196
"DENV1",1.20499,3.07764,0.115515,0.948551,4.95002,1.98001,0.474275,0.948551,0.0828025,0.0843947,-5.68986,-5.42294
"DENV1",1.30433,3.16114,0.115331,0.831376,4.74275,1.8971,0.415688,0.831376,0.05,0.0706519,-4.19003,-5.36109
"DENV1",1.29666,3.05264,0.104265,0.883113,4.74275,1.89494,0.399279,0.798558,0.0654865,0.0844723,-5.78645,-5.6675
"DENV1",1.45077,3.22185,0.122554,0.948551,4.11285,1.8971,0.411285,0.82257,0.306601,0.25,-4.51919,-4.44274
"DENV1",1.33681,3.1438,0.1136,0.948551,4.74275,1.8971,0.428571,0.857142,0.286189,0.25,-5.70104,-5.03691
"DENV1",1.17698,3.01472,0.116519,0.948551,5.05514,2.02206,0.474275,0.948551,0.0987314,0.0941633,-5.50722,-5.67842
"DENV1",1.29363,3.12489,0.130697,0.948551,5.14368,2.05747,0.474275,0.948551,0.0884191,0.0813126,-5.55828,-4.8726
"DENV1",1.21258,3.04938,0.122713,0.948551,5.08848,2.03539,0.474275,0.948551,0.05,0.0575758,-4.87286,-5.62167
"DENV1",1.24242,3.13775,0.118196,0.918084,4.74275,1.8971,0.459042,0.918084,0.05,0.0653914,-4.75791,-5.43791
"DENV1",1.22096,3.11718,0.118197,0.934134,4.74275,1.8971,0.467067,0.934134,0.05,0.0668464,-4.74857,-5.50131
"DENV1",1.18602,3.04615,0.118803,0.948551,4.80613,1.92245,0.474275,0.948551,0.05,0.0626501,-4.89657,-5.60538
"DENV1",1.29541,3.34779,0.114201,0.880591,4.45076,1.7803,0.440295,0.880591,0.102148,0.101542,-5.61141,-5.11487
"DENV1",1.78636,3.9249,0.0977628,0.614219,4.45076,1.7803,0.307109,0.614219,0.05,0.0903369,-4.39724,-4.28957
"DENV1",1.53105,3.64151,0.111158,0.766704,4.45073,1.78029,0.383352,0.766706,0.202937,0.196509,-5.27318,-4.38399
"DENV1",1.33919,3.37619,0.120196,0.890151,4.75173,1.90069,0.445076,0.890151,0.115216,0.105146,-5.57513,-4.91424
"DENV1",1.29262,3.37524,0.111052,0.880713,4.45076,1.7803,0.440356,0.880713,0.05,0.0662909,-4.96274,-5.20889
"DENV1",1.31745,3.32004,0.11659,0.890151,4.8567,1.94268,0.445076,0.890151,0.0915256,0.0858886,-5.78892,-4.89707
"DENV1",1.33874,3.41868,0.109822,0.845735,4.45076,1.7803,0.422868,0.845735,0.129071,0.126246,-5.34029,-5.04385
"DENV1",1.23939,3.24479,0.10421,0.890151,5.06386,2.02554,0.445076,0.890151,0.108218,0.097357,-5.0392,-5.39962
"DENV1",1.69707,3.48317,0.066172,0.696828,3.13335,1.62866,0.251724,0.503458,0.050023,0.102875,-5.11446,-5.47168
"DENV1",1.29067,3.30876,0.109059,0.890151,4.88419,1.95368,0.445076,0.890151,0.109873,0.101843,-5.71218,-4.95937
"DENV1",1.28994,3.32264,0.114032,0.890151,4.63719,1.85488,0.445076,0.890151,0.122249,0.11196,-5.4393,-5.12046
"DENV1",1.44034,3.53871,0.114564,0.820018,4.45076,1.7803,0.410008,0.820017,0.05,0.0717392,-5.1728,-4.60346
"DENV1",1.35599,3.34606,0.12425,0.890154,5.10874,2.0435,0.445076,0.890151,0.211847,0.165099,-4.93704,-4.93719
"DENV1",1.40543,3.46433,0.127448,0.890151,4.71326,1.8853,0.445076,0.890151,0.0735568,0.077439,-4.30504,-4.56754
"DENV1",1.40161,3.52202,0.12315,0.890151,4.4638,1.78552,0.445076,0.890151,0.0500002,0.068276,-5.16366,-4.59659
"DENV1",1.24535,3.3139,0.107481,0.886013,4.45076,1.7803,0.443007,0.886013,0.472374,0.248275,-4.50573,-5.46178
"DENV1",1.57012,3.6529,0.105016,0.701839,4.45076,1.7803,0.350919,0.701839,0.0835722,0.100068,-5.01731,-4.61473
"DENV1",1.36095,3.43992,0.108309,0.825054,4.45076,1.7803,0.412527,0.825054,0.088728,0.0978337,-5.08238,-5.00536
"DENV1",1.35435,3.28912,0.100733,0.890151,4.07476,1.7803,0.394817,0.789634,0.540681,0.25,-5.77121,-5.20234
"DENV1",1.29339,3.37807,0.112361,0.888272,4.45076,1.7803,0.444136,0.888272,0.0840193,0.0888183,-5.0462,-5.14825
"DENV1",1.46455,3.55201,0.105843,0.761257,4.45076,1.7803,0.380629,0.761257,0.0500001,0.0751907,-4.72705,-4.75396
"DENV1",1.2012,3.218,0.105785,0.890151,4.60335,1.84134,0.445076,0.890151,0.133296,0.121467,-5.43852,-5.74116
"DENV1",1.38126,3.40998,0.125736,0.890194,4.86797,1.94801,0.445076,0.890152,0.333777,0.222361,-5.08841,-4.71618
"DENV1",1.65907,3.69821,0.101607,0.636894,4.45076,1.7803,0.318447,0.636894,0.05,0.086314,-5.17051,-5.17313
"DENV1",1.35288,3.42946,0.108937,0.829557,4.45076,1.7803,0.414778,0.829557,0.324984,0.249999,-5.29943,-5.03271
"DENV1",1.68946,3.19646,0.0642753,0.890151,2.98733,1.76128,0.286256,0.381561,0.972971,0.224697,-4.91937,-5.01303
"DENV1",1.76069,3.34459,0.071362,0.890151,3.61455,1.7803,0.258674,0.517348,0.924615,0.227449,-4.71797,-5.0869
"DENV1",1.33662,3.40786,0.11203,0.866605,4.45076,1.7803,0.433302,0.866605,0.114405,0.114274,-5.6311,-4.86723
"DENV1",1.32241,3.30027,0.114469,0.890151,5.2878,2.11512,0.445076,0.890151,0.111728,0.092721,-5.59816,-4.87425
"DENV1",1.41616,3.50092,0.127115,0.880356,4.45076,1.7803,0.440178,0.880356,0.0655197,0.0770185,-4.88363,-4.45862
"DENV1",1.5133,3.53064,0.0980788,0.673348,4.45076,1.7803,0.336674,0.673348,0.05,0.0805216,-4.5938,-5.50663
"DENV1",1.8062,3.67578,0.0724293,0.65004,3.31441,1.77816,0.254016,0.508522,0.0501157,0.103174,-5.52408,-4.69807
"DENV1",1.28307,3.36437,0.110644,0.884957,4.45076,1.7803,0.442479,0.884957,0.234766,0.190716,-5.70269,-5.22099
"DENV1",1.38888,3.45531,0.0961411,0.743136,4.45076,1.7803,0.371568,0.743136,0.849482,0.242979,-5.02615,-5.27035
"DENV1",1.31966,3.31071,0.119053,0.890151,5.06804,2.02722,0.445076,0.890151,0.148981,0.123817,-5.34874,-5.10885
"DENV1",1.37945,3.36264,0.127687,0.890151,5.16708,2.06683,0.445076,0.890151,0.134846,0.111037,-5.15248,-4.81684
"DENV1",1.2901,3.24982,0.120762,0.890151,4.84372,1.93749,0.445076,0.890151,0.0918303,0.0864752,-4.9898,-5.13893
"DENV1",1.41848,3.5015,0.107745,0.791976,4.45076,1.7803,0.395988,0.791976,0.0811315,0.0953842,-5.13706,-4.84233
"DENV1",1.30734,3.28954,0.116816,0.890151,4.91291,1.96516,0.445076,0.890151,0.104711,0.0950936,-5.5978,-4.92956
"DENV1",1.40574,3.47632,0.0983579,0.747188,4.45076,1.7803,0.373594,0.747188,0.962929,0.200238,-4.86156,-5.14988
"DENV1",1.37533,3.40769,0.109859,0.791617,4.45076,1.7803,0.395808,0.791616,0.05,0.0697909,-5.69797,-5.20145
"DENV1",1.34724,3.43963,0.117734,0.890151,4.52041,1.80816,0.445076,0.890151,0.0500213,0.0659189,-5.58699,-4.83095
"DENV1",1.2975,3.35305,0.114667,0.890151,4.60556,1.84222,0.445076,0.890151,0.0500008,0.0632592,-5.10257,-5.1564
"DENV1",1.34694,3.36766,0.123054,0.890151,4.78165,1.91266,0.445076,0.890151,0.105491,0.0965218,-5.65479,-4.87167
"DENV1",1.33231,3.30577,0.120826,0.890151,5.20186,2.08074,0.445076,0.890151,0.163631,0.129143,-5.68881,-5.03336
"DENV1",1.31019,3.37481,0.105625,0.833264,4.45076,1.7803,0.416632,0.833264,0.869703,0.18386,-4.28758,-5.27234
"DENV1",1.41173,3.50846,0.112856,0.827508,4.45076,1.7803,0.413754,0.827508,0.31959,0.247405,-5.51076,-4.71408
"DENV1",1.3985,3.33107,0.0985777,0.890151,4.45076,1.7803,0.384763,0.769526,0.720545,0.25,-4.4688,-5.16614
"DENV1",1.35131,3.31892,0.125412,0.890151,5.19267,2.07707,0.445076,0.890151,0.0703377,0.0666833,-4.63833,-4.95859
"DENV1",1.29994,3.34633,0.109845,0.890151,4.45076,1.7803,0.431752,0.863503,0.465631,0.25,-5.27362,-5.21013
"DENV1",1.32908,3.3569,0.119895,0.890151,4.80065,1.92026,0.445076,0.890151,0.346477,0.22856,-4.39096,-5.00558
"DENV1",1.38907,3.43823,0.129192,0.890173,4.96384,1.95785,0.449855,0.899693,0.34806,0.220487,-5.31741,-4.63748
"DENV1",1.36094,3.44477,0.110591,0.838292,4.45076,1.7803,0.419146,0.838292,0.341096,0.249997,-5.83651,-4.94678
"DENV1",1.3003,3.34701,0.115448,0.890152,4.65876,1.86351,0.445076,0.890151,0.221663,0.178734,-5.37747,-5.14131
"DENV1",1.31231,3.29654,0.121045,0.929011,4.6592,1.90527,0.452285,0.900749,0.299292,0.20959,-4.41409,-5.25811
"DENV1",1.21605,3.1699,0.106512,0.890151,5.265,2.106,0.445076,0.890151,0.128203,0.10595,-5.72296,-5.66492
"DENV1",1.36316,3.35145,0.126028,0.890151,5.04743,2.01897,0.445076,0.890151,0.0700728,0.0689376,-4.6655,-4.84024
"DENV1",1.28594,3.28593,0.115506,0.890151,4.93649,1.97459,0.445076,0.890151,0.05,0.0583147,-4.77303,-5.32744
"DENV1",1.34016,3.27856,0.124168,0.890151,5.23954,2.09581,0.445076,0.890151,0.111654,0.0947714,-5.60151,-4.90173
"DENV1",1.28651,3.23307,0.120496,0.890151,5.12102,2.04841,0.445076,0.890151,0.0625692,0.0623842,-4.43444,-5.39719
"DENV1",1.3767,3.43404,0.108582,0.802311,4.45076,1.7803,0.401155,0.802311,0.05,0.0708827,-5.01509,-5.06384
"DENV1",1.19943,3.13928,0.10517,0.890151,5.39279,2.15712,0.445076,0.890151,0.115412,0.0947934,-5.16799,-5.84891
"DENV1",1.27925,3.28265,0.114744,0.890152,4.84539,1.93815,0.445076,0.890151,0.104883,0.0953824,-5.26173,-5.28133
"DENV1",1.32938,3.28805,0.122477,0.890151,5.27615,2.11046,0.445076,0.890151,0.22932,0.176321,-5.45221,-5.1295
"DENV1",1.21075,3.17526,0.104719,0.890151,5.19159,2.07664,0.445076,0.890151,0.122765,0.100903,-5.93492,-5.63682
"DENV1",1.61644,3.73481,0.0972244,0.668124,4.45076,1.7803,0.334062,0.668125,0.0500023,0.0830719,-5.35729,-4.54343
"DENV1",1.29351,3.25587,0.11691,0.890151,5.27459,2.10984,0.445076,0.890151,0.07535,0.0692585,-4.97628,-5.29118
"DENV1",1.20743,3.15028,0.108448,0.890152,5.13194,2.05277,0.445076,0.890151,0.102145,0.0895484,-5.02891,-5.74977
"DENV1",1.40115,3.49157,0.10863,0.81049,4.45076,1.7803,0.405245,0.81049,0.0908114,0.0996559,-5.46279,-4.84685
"DENV1",1.22649,3.1954,0.107518,0.890151,5.20505,2.08202,0.445076,0.890151,0.114485,0.0969715,-5.36446,-5.6939
"DENV1",1.49701,3.59112,0.117829,0.799101,4.45075,1.7803,0.39955,0.799101,0.05,0.0719073,-4.92996,-4.45347
"DENV1",1.391,3.40535,0.127158,0.890151,5.02269,2.00908,0.445076,0.890151,0.134057,0.113018,-5.26004,-4.72765
"DENV1",1.45903,3.54164,0.0948553,0.710269,4.45076,1.7803,0.355135,0.710269,0.0500046,0.0773278,-5.13109,-5.06808
"DENV1",1.27112,3.25873,0.114368,0.890151,4.98319,1.99328,0.445076,0.890151,0.133255,0.114068,-4.92562,-5.40101
"DENV1",1.39843,3.37658,0.130599,0.890151,5.2476,2.09904,0.445076,0.890151,0.1053,0.08834,-5.02955,-4.77886
"DENV1",1.33783,3.38893,0.118053,0.890151,4.70378,1.88151,0.445076,0.890151,0.176491,0.148681,-6.13735,-4.89289
"DENV1",1.31954,3.258,0.1203,0.973907,4.68541,2.01739,0.459731,0.890566,0.326789,0.209432,-4.68135,-5.08708
"DENV1",1.27175,3.27698,0.114443,0.890153,4.83267,1.93307,0.445076,0.890151,0.544275,0.241958,-4.25575,-5.36162
"DENV1",1.29337,3.33356,0.114976,0.890151,4.67925,1.8717,0.445076,0.890151,0.334315,0.227045,-5.48114,-5.18554
"DENV1",1.31752,3.29848,0.120517,0.890151,5.07976,2.03191,0.445076,0.890151,0.303776,0.216738,-5.15007,-5.1467
"DENV1",1.32114,3.32565,0.120734,0.890151,4.82689,1.93076,0.445076,0.890151,0.115027,0.103544,-4.92667,-5.02117
"DENV1",1.4793,3.5702,0.112071,0.782959,4.45076,1.7803,0.39148,0.782959,0.05,0.0739366,-4.84805,-4.58742
"DENV1",1.33913,3.33189,0.122206,0.890151,5.04891,2.01957,0.445076,0.890151,0.151052,0.1258,-4.73554,-5.00707
"DENV1",1.3561,3.33436,0.126481,0.890159,5.19081,2.07653,0.447498,0.89085,0.152467,0.12291,-5.05971,-4.97693
"DENV1",1.40088,3.49265,0.111679,0.825091,4.45076,1.7803,0.412545,0.825091,0.29116,0.236335,-5.16227,-4.78483
"DENV1",1.48438,3.60821,0.123209,0.841818,4.45076,1.7803,0.420907,0.841814,0.139961,0.135379,-4.65545,-4.32103
"DENV1",1.26044,3.25708,0.109109,0.890151,5.08195,2.03278,0.445076,0.890151,0.129068,0.109943,-5.3222,-5.40591
"DENV1",1.23553,3.21308,0.108987,0.890151,5.00665,2.00266,0.445076,0.890151,0.115788,0.101375,-5.14826,-5.53326
"DENV1",1.77198,3.29917,0.0721133,0.890151,2.65426,1.7803,0.253967,0.507934,0.639112,0.25,-5.26741,-4.77771
"DENV1",1.32996,3.29809,0.123378,0.890151,5.16419,2.06568,0.445076,0.890151,0.40786,0.244573,-4.21948,-5.11822
"DENV1",1.32402,3.31352,0.121587,0.890151,5.00147,2.00059,0.445076,0.890151,0.105891,0.0934929,-4.56773,-5.09416
"DENV1",1.17632,3.15823,0.101713,0.890151,4.61706,1.84683,0.445076,0.890151,0.107519,0.102702,-4.75375,-5.64218
"DENV1",1.25878,3.28921,0.110136,0.890151,4.77413,1.90965,0.445076,0.890151,0.05,0.0609511,-5.43501,-5.41767
"DENV1",1.27003,3.3437,0.109015,0.880611,4.45076,1.7803,0.440306,0.880611,0.243186,0.197184,-5.3688,-5.32148
"DENV1",1.23565,3.20978,0.105822,0.890151,5.18166,2.07267,0.445076,0.890151,0.107394,0.0937847,-5.76702,-5.36974
"DENV1",1.45419,3.53984,0.116431,0.810867,4.45076,1.7803,0.405433,0.810867,0.0500001,0.0713529,-4.88762,-4.61455
"DENV1",1.22056,3.16197,0.110614,0.890151,5.19901,2.07961,0.445076,0.890151,0.082839,0.0747466,-5.41802,-5.77314
"DENV1",1.22005,3.04999,0.122241,0.920282,4.71405,1.89439,0.450163,0.89061,0.0846721,0.084699,-5.01162,-5.10354
"DENV1",1.3854,3.47093,0.105566,0.804132,4.45076,1.7803,0.402066,0.804131,0.106731,0.114008,-5.74944,-4.9462
"DENV1",1.31124,3.37527,0.115093,0.890151,4.59719,1.83888,0.445076,0.890151,0.161633,0.14081,-5.60965,-5.04843
"DENV1",1.32854,3.34388,0.119934,0.890151,4.91095,1.96438,0.445076,0.890151,0.0861083,0.0813988,-4.4212,-5.05044
"DENV1",1.28419,3.27785,0.116349,0.890151,4.92465,1.96986,0.445076,0.890151,0.05,0.0579803,-4.76799,-5.35657
"DENV1",1.25076,3.22578,0.108709,0.890151,5.18641,2.07456,0.445076,0.890151,0.124694,0.105367,-5.49199,-5.39857
"DENV1",1.63016,3.28564,0.081194,0.890151,3.10045,1.7803,0.296058,0.592117,0.650608,0.25,-5.55517,-4.83357
"DENV1",1.28998,3.32564,0.114578,0.890152,4.56897,1.82759,0.445076,0.890151,0.111372,0.105756,-5.42675,-5.09454
"DENV1",1.52345,3.61776,0.106893,0.739855,4.45076,1.7803,0.369927,0.739855,0.05,0.0770921,-5.11245,-4.58254
"DENV1",1.31862,3.39086,0.104745,0.828533,4.45076,1.7803,0.414267,0.828533,0.05,0.0684678,-5.51407,-5.24872
"DENV1",1.31175,3.36323,0.116728,0.890151,4.65402,1.86161,0.445076,0.890151,0.172521,0.147227,-5.40319,-5.07838
"DENV1",1.56101,3.42199,0.072415,0.705547,3.62628,1.77967,0.285803,0.571617,0.903899,0.245738,-4.53452,-5.369
"DENV1",1.31256,3.29726,0.121382,0.890152,4.89354,1.95741,0.445076,0.890151,0.0852774,0.0810636,-4.51812,-5.08997
"DENV1",1.46343,3.53856,0.105967,0.754345,4.45076,1.7803,0.377172,0.754345,0.0643334,0.0849481,-5.13376,-4.8083
"DENV1",1.41611,3.47099,0.116515,0.890151,4.45076,1.7803,0.423105,0.84621,0.481169,0.25,-4.47314,-4.63597
"DENV1",1.31586,3.35838,0.116776,0.890152,4.71398,1.88559,0.445076,0.890151,0.156088,0.13563,-5.39762,-5.04538
"DENV1",1.265,3.26,0.111807,0.890151,4.95002,1.98001,0.445076,0.890151,0.127127,0.110516,-5.52522,-5.35854
"DENV1",1.38478,3.48027,0.111371,0.831376,4.45076,1.7803,0.415688,0.831376,0.336224,0.25,-4.70833,-4.85221
"DENV1",1.42987,3.52138,0.109273,0.798558,4.45076,1.7803,0.399279,0.798558,0.111831,0.117422,-5.54654,-4.74511
"DENV1",1.31095,3.28409,0.109159,0.890151,4.11285,1.7803,0.411285,0.82257,0.457399,0.25,-3.96997,-5.20104
"DENV1",1.39298,3.49569,0.117115,0.857142,4.45076,1.7803,0.428571,0.857142,0.190542,0.168043,-5.13452,-4.70808
"DENV1",1.22332,3.19792,0.107331,0.890151,5.05514,2.02206,0.445076,0.890151,0.128928,0.11068,-5.31694,-5.6241
"DENV1",1.30463,3.28504,0.113407,0.890151,5.14368,2.05747,0.445076,0.890151,0.126821,0.106761,-5.79261,-4.95527
"DENV1",1.26809,3.22225,0.113432,0.913983,5.08848,2.03539,0.445076,0.890151,0.293328,0.210213,-5.17286,-5.53671
"DENV1",1.33712,3.40652,0.118653,0.890151,4.59042,1.83617,0.445076,0.890151,0.109514,0.104242,-5.42721,-4.91043
"DENV1",1.31057,3.36011,0.116559,0.890151,4.67067,1.86827,0.445076,0.890151,0.315406,0.221191,-4.77773,-5.09415
"DENV1",1.28551,3.28494,0.114204,0.908549,4.78729,1.92245,0.445161,0.890264,0.316386,0.221002,-4.93929,-5.33401
"DENV1",1.22171,3.13054,0.114945,0.880591,4.45464,1.78186,0.440295,0.880591,0.0789691,0.08615,-5.95802,-5.31029
"DENV1",1.56899,3.48062,0.100907,0.614219,4.45464,1.78186,0.307109,0.614219,0.05,0.0827105,-5.01329,-5.74987
"DENV1",1.28599,3.21058,0.104339,0.766703,4.45464,1.70188,0.383352,0.766703,0.05,0.070509,-4.47063,-5.53586
"DENV1",1.23446,3.10734,0.120621,0.890929,4.75173,1.90069,0.445464,0.890929,0.0678875,0.0707995,-5.66691,-5.2933
"DENV1",1.21578,3.10076,0.120445,0.880713,4.45464,1.78186,0.440356,0.880713,0.05,0.0626091,-4.63076,-5.50581
"DENV1",1.2492,3.16944,0.112518,0.890929,4.8567,1.94268,0.445464,0.890929,0.0853381,0.0834556,-6.19364,-5.14402
"DENV1",1.25164,3.20275,0.107164,0.845735,4.45464,1.78186,0.422868,0.845735,0.05,0.0682561,-5.28816,-5.29782
"DENV1",1.18885,2.93773,0.108413,1.01236,4.87047,2.02554,0.449164,0.890929,0.0698647,0.0667846,-4.97224,-5.73791
"DENV1",1.91844,4.32316,0.0779118,0.503445,4.45464,1.11495,0.251722,0.503445,0.05,0.0921482,-5.43864,-4.13762
"DENV1",1.26848,3.12566,0.124007,0.890929,4.88419,1.95368,0.445464,0.890929,0.0712371,0.068033,-5.3865,-5.06946
"DENV1",1.23124,3.10743,0.122045,0.890929,4.63719,1.85488,0.445464,0.890929,0.103043,0.0976785,-5.64178,-5.27919
"DENV1",1.25732,3.09726,0.120573,0.820017,4.45464,1.78186,0.410008,0.820017,0.05,0.0646252,-4.68284,-5.40098
"DENV1",1.20466,2.89985,0.113589,1.02175,4.45464,2.01446,0.445464,0.890929,0.256085,0.191059,-5.51353,-5.59544
"DENV1",1.16852,2.99663,0.108434,0.942651,4.48204,1.8853,0.445464,0.890929,0.295779,0.227381,-5.54965,-5.7779
"DENV1",1.23144,3.1975,0.111021,0.89276,4.4638,1.78552,0.445464,0.890929,0.377496,0.25,-5.80871,-5.24546
"DENV1",1.1526,3.06098,0.108822,0.890929,4.43006,1.77203,0.443006,0.890929,0.362523,0.25,-5.62483,-5.77271
"DENV1",1.38506,3.1545,0.0892755,0.890929,3.50919,1.57185,0.350919,0.701839,0.357468,0.25,-5.77205,-5.19502
"DENV1",1.33858,3.24701,0.108505,0.890929,4.45464,1.78186,0.412527,0.825054,0.268049,0.232821,-5.45857,-4.97918
"DENV1",1.58401,3.60082,0.126647,0.789633,4.45464,1.78186,0.394817,0.789633,0.05,0.0798909,-5.51551,-3.83301
"DENV1",1.17112,3.06939,0.114317,0.888272,4.45464,1.78186,0.444136,0.888272,0.05,0.062335,-4.63744,-5.95106
"DENV1",1.32265,3.04622,0.103022,0.890929,3.82891,1.78186,0.380629,0.761257,0.085666,0.102997,-5.54214,-5.28051
"DENV1",1.13908,2.98169,0.115301,0.89093,4.60308,1.84115,0.445464,0.89095,0.117771,0.111569,-5.73161,-5.94495
"DENV1",1.26594,3.06501,0.119534,0.973727,4.87002,1.948,0.446209,0.890929,0.385006,0.249149,-5.47892,-5.21167
"DENV1",1.37465,3.21836,0.0927757,0.727704,3.18449,1.65395,0.353346,0.64573,0.999348,0.126717,-4.13685,-4.99841
"DENV1",1.21777,3.09981,0.109921,0.829557,4.45464,1.78186,0.414778,0.829557,0.05,0.0666751,-5.1716,-5.64307
"DENV1",1.90866,3.17223,0.05,0.8909,1.63698,1.08889,0.18541,0.328268,0.644184,0.1631,-5.66124,-5.07722
"DENV1",1.54048,3.07678,0.066207,0.890927,2.58675,1.27402,0.258803,0.531365,0.642205,0.212318,-5.29239,-5.51775
"DENV1",1.26088,3.19292,0.114986,0.866605,4.45464,1.78186,0.433302,0.866605,0.0821432,0.0873495,-5.74876,-5.14849
"DENV1",1.24132,3.04914,0.123205,0.890929,5.2878,2.1151,0.445464,0.890929,0.0872019,0.0733278,-5.82971,-5.44048
"DENV1",1.30383,3.23286,0.127521,0.880356,4.45464,1.78186,0.440178,0.880356,0.05,0.0645157,-4.66703,-5.0138
"DENV1",1.64171,3.28382,0.116961,0.890928,4.29449,1.78186,0.336674,0.673348,0.05,0.086931,-4.54895,-4.43512
"DENV1",1.75674,3.22092,0.0783996,0.890928,2.54016,1.46421,0.254016,0.508032,0.05,0.106062,-5.34885,-4.56811
"DENV1",1.19941,3.13773,0.108677,0.890929,4.45464,1.78186,0.442479,0.884957,0.347236,0.25,-5.41776,-5.48121
